publication_id,published_in,start_page,end_page,continued_on,continuation_end,illustrated,notes,article_subseries,system
-2007990991,-613778072,49,51,,,no,"Review of Séamus Heaney, North",0,1
-2007042187,1043369528,6,7,,,no,,0,1
-2006824167,-515522952,419,451,,,unknown,,0,1
-2006484523,2146776157,18,19,,,no,,0,1
-2006443816,-1873387660,442,442,,,no,October,0,1
-2006329312,1172243087,420,421,,,no,August,0,1
-2006094796,1282451276,42,42,,,no,"Published in the Northern Whig, June 11th.",0,1
-2005852142,1711982306,36,36,,,no,,0,1
-2004671690,-1529274839,6,8,,,no,,0,1
-2004647573,-521387182,19,19,,,no,,0,1
-2004618050,1126392566,40,41,,,no,,0,1
-2004534068,-1859600011,53,53,,,no,,0,1
-2003887933,-2058197238,8,8,,,no,,0,1
-2003677150,1280496315,101,102,,,no,Speech during her trial,0,1
-2003217969,430331846,948,949,,,no,,0,1
-2002933812,-1619540259,267,268,,,unknown,,0,1
-2002661498,31849913,12,14,,,yes,,0,1
-2002609049,1768047550,190,190,,,no,,0,1
-2002396752,-1489757104,60,,,,unknown,,0,1
-2001920333,1692183226,58,71,,,unknown,,0,1
-2001897198,-1598446938,6,6,,,no,,0,1
-2001778867,54009799,32,32,,,yes,,0,1
-2000668885,1472014354,279,288,,,unknown,,0,1
-2000182876,944309580,98,98,,,no,,0,1
-2000178707,-21902146,281,286,,,no,,0,1
-2000018361,-1021036711,662,662,,,no,,0,1
-1999828709,-1726158910,,,,,unknown,,1196432413,1
-1999323022,911765924,12,12,,,yes,,0,1
-1999279766,-151715080,82,87,,,no,,0,1
-1999252745,367360352,80,102,,,no,,0,1
-1999170385,-2072718810,183,189,,,no,,0,1
-1999070566,1103996802,278,280,,,no,June,-1478581888,1
-1999059705,1139337212,28,28,,,no,,0,1
-1998980005,820447653,15,16,,,no,,0,1
-1998950138,-744559267,13,13,,,no,,0,1
-1998658065,1173286067,389,394,,,no,May,0,1
-1997864692,-836779776,7,8,,,yes,,0,1
-1997262627,-1557805808,18,18,,,no,Jan,0,1
-1996984225,-2089477482,4,,,,unknown,information from index of authors 1924-1987,0,1
-1996703386,222762388,351,352,,,no,June,0,1
-1995938478,-1276387778,189,190,,,unknown,,0,1
-1995919312,-845123002,6,6,,,no,,0,1
-1995913844,-1665227369,11,12,,,unknown,,0,1
-1995906045,1149280800,52,53,,,no,,0,1
-1995428401,-1110403800,112,115,,,no,"Review of Paula Meehan, The Man Who Was Marked By Winter",0,1
-1994610799,1896923012,24,25,,,yes,,0,1
-1993966747,898909760,612,612,,,unknown,,0,1
-1992928982,359108717,81,88,,,unknown,,0,1
-1992859974,-758628704,14,15,,,yes,,0,1
-1992390007,1144780726,57,60,,,no,,0,1
-1991782597,1633731343,155,155,,,no,,0,1
-1991166347,-1485436670,79,79,,,no,,0,1
-1991051034,-328572424,21,22,,,yes,,0,1
-1990782327,-1389250037,190,190,,,no,,0,1
-1990453852,-1270459582,23,23,,,yes,,0,1
-1989798722,1775860006,10,10,,,no,,0,1
-1989793938,791825985,407,423,,,no,,0,1
-1989490687,-996564569,28,29,,,no,,0,1
-1989234777,1694797885,36,36,,,no,,0,1
-1989076621,1137679468,12,13,,,no,,0,1
-1988856233,444052967,59,71,,,no,,0,1
-1988063130,-1595466888,212,213,,,no,,0,1
-1987707497,1129215246,15,15,,,no,Fourth in a sequence of six entitled Scrapbook for County Down,0,1
-1987305535,-1207187425,252,252,,,no,,0,1
-1987245154,-736863654,22,23,,,yes,,0,1
-1986864373,-1564891278,6,7,,,no,,0,1
-1986656953,603634718,43,54,,,no,January,0,1
-1986652681,-594002114,64,65,,,no,,0,1
-1986490242,-834035190,82,82,,,unknown,,0,1
-1986374261,1171980060,597,601,,,no,October,0,1
-1985914745,-1223657126,513,514,,,unknown,,0,1
-1985481239,-1439323914,233,233,,,no,,0,1
-1985352674,-387890255,381,387,,,unknown,,0,1
-1985293787,1130254217,48,50,,,no,"Untitled review article of new works by Dennis O'Driscoll, Elizabeth Smart, and Alan Dixon",0,1
-1985185137,665463704,6,6,,,unknown,,0,1
-1984931916,1144854537,4,4,,,no,,0,1
-1984449213,992780507,462,468,,,no,Sept,0,1
-1984050245,1387526370,90,97,,,no,Article on Spiritualism,0,1
-1984022148,-41862943,276,277,,,no,,0,1
-1983925515,-1780667580,141,141,,,no,,0,1
-1983871355,282236692,59,59,,,no,,1679595058,1
-1983689878,-1947437900,102,102,,,no,,0,1
-1983302853,1172776839,314,315,,,no,June,0,1
-1982734494,-320878103,18,18,,,no,,0,1
-1982730633,1768432233,16,16,,,no,,0,1
-1982410717,-1401651133,113,113,,,no,,0,1
-1981838351,421276111,8,8,,,no,,0,1
-1981425501,1928988223,366,368,,,no,July,0,1
-1981380572,1663297935,,,,,unknown,,0,1
-1981251005,274432158,31,31,,,no,,0,1
-1981106949,-1453906401,46,46,,,no,,0,1
-1980329999,-334154320,9,9,,,no,,0,1
-1980127666,-898085889,265,265,,,no,"Comment on article by Gabriel Fallon, 'The Celluloid Menace'.",0,1
-1979689318,1172243087,408,408,,,no,August,0,1
-1979378025,1172687488,201,209,,,no,April,0,1
-1979258223,-1432154103,188,192,,,unknown,,0,1
-1978664196,1154077182,69,69,,,no,,0,1
-1978488710,119973629,21,21,,,no,,0,1
-1978481494,-754988772,613,615,,,no,,268828728,1
-1978467091,-1966062127,13,14,,,yes,,0,1
-1978053815,-1366068647,np,np,,,no,,0,1
-1977974123,222762388,629,629,,,no,November.. As R.M.G.,0,1
-1977966799,1953953165,42,42,,,no,"""(after the painting by Andrew Wyeth)""",0,1
-1977856890,-1841579844,56,56,,,no,Included in 'Anthology of Argentinian Poetry'. Translated from original text in Escriturienta.,0,1
-1977574697,1479291374,319,320,,,no,,0,1
-1977250819,1211278963,,,,,yes,A six page article with eight photographs,,1
-1977015222,-1837729039,69,70,,,no,,0,1
-1976557687,418028200,140,153,,,unknown,,0,1
-1976436313,-1013163444,234,234,,,unknown,,0,1
-1976146268,1132773275,43,43,,,no,,0,1
-1976020908,210602707,19,20,,,no,,0,1
-1975992268,-2038230594,413,413,,,yes,Photograph of Mrs Pethick Lawrence.,0,1
-1975860286,-768149016,19,24,,,no,,0,1
-1975789894,1998483767,962,964,,,no,,0,1
-1975585951,1439613028,146,146,,,unknown,,0,1
-1975315984,-2121761166,6,11,,,no,,0,1
-1975022515,1173110667,546,546,,,no,September,0,1
-1974723105,-726738761,,0,,,no,Pages v-viii,0,1
-1974438552,-1467855117,38,40,,,no,,0,1
-1973613149,1138897079,38,39,,,no,,0,1
-1973454771,-142445236,99,99,,,no,,0,1
-1972780982,-1896853491,55,70,,,no,,0,1
-1972658566,866474902,62,70,,,no,,0,1
-1972644441,-226792962,21,22,,,no,,0,1
-1972317339,-1887585433,18,19,,,no,,0,1
-1971940768,-1342978071,221,234,,,no,,0,1
-1971631437,-142445236,211,213,,,yes,,0,1
-1971565102,2131349685,20,21,,,no,,0,1
-1971467761,1174918186,524,539,,,no,October,-530683831,1
-1971462109,1221150698,7,7,,,no,,0,1
-1971005575,391239834,22,22,,,no,,0,1
-1971002475,-224395774,11,11,,,no,,0,1
-1970871128,146399595,27,27,,,no,,0,1
-1970852994,-906845614,19,19,,,no,,0,1
-1970760087,-2029696460,51,51,,,no,,0,1
-1970147209,-808188229,245,247,,,yes,,0,1
-1970107536,1340596516,24,24,,,no,,0,1
-1970052563,-179024282,221,223,,,no,,0,1
-1969844057,1180508076,210,212,,,no,,0,1
-1969732938,1433004969,,,,,unknown,,0,1
-1969660903,1380321971,5,11,,,yes,,0,1
-1969538619,615871219,226,226,,,no,April,0,1
-1969354725,-277331262,19,27,,,no,,0,1
-1969191225,615871219,135,135,,,no,March,0,1
-1968741763,-1609033793,681,692,,,no,November,0,1
-1968740490,1170341092,459,468,493,506,unknown,Published in two consecutive months in vol4.,0,1
-1968576559,1928988223,619,640,,,no,November,-658162059,1
-1968006324,-1992349796,36,37,,,no,,0,1
-1967465018,1434479865,33,33,,,no,,0,1
-1967400112,305451243,9,9,,,no,Published in The Irish Press,1196432413,1
-1966574770,-1973412574,102,104,,,yes,,0,1
-1966309643,615675261,20,23,,,yes,,0,1
-1966001122,-1086673999,60,77,,,no,,0,1
-1966001018,356054988,,,,,unknown,,1196432413,1
-1965681854,1174573430,390,391,,,no,July,0,1
-1965520397,-324924678,100,101,,,no,Ulster PhD,-576065382,1
-1963278503,-1795401194,6,6,,,no,,0,1
-1962941796,366647087,45,45,,,no,,0,1
-1962711668,164321186,101,101,,,no,,0,1
-1962650685,1126017158,390,394,,,yes,,0,1
-1961527804,110787353,62,73,,,no,,0,1
-1961423193,1170357844,140,141,,,no,,0,1
-1960413773,-1064198228,110,123,,,no,,0,1
-1960365774,-1619346027,5,5,,,no,,0,1
-1960286109,1603531751,723,733,,,unknown,"Divided in three chapters, starts p 723, cont p 727, 731, vol5.",0,1
-1960277265,1667168200,40,42,,,no,,0,1
-1960137264,704196434,7,10,,,yes,,0,1
-1959955968,615871219,580,580,,,no,October,0,1
-1959557110,2008619441,15,22,,,no,,0,1
-1959506311,1726428820,294,294,,,no,,0,1
-1959401735,1172156138,163,165,,,no,March,0,1
-1958135221,1928988223,520,522,,,no,September,0,1
-1957821322,392924265,4,5,,,no,,0,1
-1957141418,-802232545,,,,,unknown,,0,1
-1956791298,-620907797,543,560,,,no,,0,1
-1956719950,222034230,139,139,,,no,,0,1
-1956579786,758988892,77,77,,,no,,0,1
-1956162249,-279839679,66,66,,,no,,0,1
-1956041578,1131730426,93,93,,,no,Part of supplement on Scottish poetry,0,1
-1955718737,211183821,42,42,,,no,,0,1
-1955617751,-849563338,12,12,,,unknown,,0,1
-1955615818,473575814,33,33,,,no,,0,1
-1955544251,725902192,28,29,,,yes,,0,1
-1955278602,-224395774,16,16,,,no,,0,1
-1954186521,567349523,68,75,,,no,Part of a Special Feature on Contemporary Welsh Poetry.,0,1
-1954075610,-743550759,131,137,,,yes,,0,1
-1953664379,1171285773,11,483,,,no,Chapters 8-25. Cont from vol 23.,0,1
-1953076237,-1500072710,19,24,,,no,Article on Sweden,0,1
-1952796497,-594002114,90,90,,,no,,0,1
-1952476342,-419672307,81,85,,,no,,0,1
-1952365097,420789205,170,170,,,no,,0,1
-1952076102,1172516445,187,187,,,no,April,0,1
-1951885246,966179557,729,729,,,no,,0,1
-1951725662,-1064768630,59,77,,,no,February,1953227643,1
-1951489239,1953953165,49,49,,,no,,0,1
-1950667861,2094513269,6,7,,,yes,,0,1
-1950344908,1000999888,33,35,,,no,"Part of a section entitled 'The Crucial Poem'. O'Malley chooses Mhac an tSaoi, 'Suantraí Ghráinne'.",0,1
-1950210132,-2001002885,20,21,,,yes,,0,1
-1950200383,1574012611,89,89,,,no,,0,1
-1949358925,-735903842,228,,,,unknown,,0,1
-1949215525,-1506614632,282,282,,,no,July,0,1
-1949148342,524236557,352,355,,,unknown,,0,1
-1949127649,-493602281,67,71,,,no,,0,1
-1948497071,-1668588912,6,11,,,yes,,0,1
-1948434078,135519365,8,10,,,no,,0,1
-1948334102,-1505402845,60,62,,,unknown,Review of Rita Ann Higgins' 'Philomena Revenge',0,1
-1948089747,1045966311,6,6,,,no,,0,1
-1948004933,-404405534,30,30,,,no,,0,1
-1947844645,-1602563481,2,2,,,no,,0,1
-1947839969,-606868091,421,425,456,460,no,"July an August, two parts.",0,1
-1947838887,-267951298,317,317,,,no,,0,1
-1947756847,974291984,9,9,,,yes,Published in The Irish Press.,1196432413,1
-1947752552,1171980060,373,379,,,no,June,0,1
-1947654131,-835094946,103,119,,,no,,0,1
-1947525238,-1561332659,839,848,,,unknown,,0,1
-1947469632,1344864613,9,10,,,no,,0,1
-1946627488,863045609,342,346,,,no,June,0,1
-1946572829,-1887585433,13,13,,,no,essay refers to cooking,0,1
-1946538049,1172687488,,,,,no,"Throughout the volume, in twelve parts (every month). Cont in vol 55.",0,1
-1946120902,1350686397,,,,,unknown,,1196432413,1
-1946090877,-1250046969,157,157,,,yes,,0,1
-1946036568,774287399,44,51,,,yes,,0,1
-1945267294,-1353637947,403,414,,,unknown,,0,1
-1944564152,1172243087,185,186,,,no,April,0,1
-1944143562,-119695714,24,24,,,no,,0,1
-1944013712,-270772303,,,,,unknown,,0,1
-1943927554,1237524838,41,56,,,no,,0,1
-1943770164,1379941085,,,,,unknown,,0,1
-1943701595,1173873163,323,327,,,no,May,0,1
-1943579285,72433717,7,8,,,yes,,0,1
-1943378042,1597119966,90,90,,,no,,0,1
-1942380392,2146776157,35,35,,,no,,0,1
-1941554528,-1424318266,42,44,,,no,,0,1
-1941373835,-825765850,36,36,,,no,,0,1
-1941135984,1133134891,375,391,,,unknown,,0,1
-1940865254,-697076730,241,243,,,no,May,0,1
-1940830196,-1428602345,5,6,,,unknown,,0,1
-1940789505,1186635213,20,20,,,yes,,0,1
-1940765843,222939178,291,291,,,no,,0,1
-1940763218,-1481393564,77,80,,,no,,0,1
-1940739796,-1506614632,62,67,,,no,February,0,1
-1940523808,1380604603,9,9,,,unknown,,0,1
-1940435083,1597119966,65,66,,,no,,0,1
-1940264195,2020637759,7,7,,,unknown,,0,1
-1940236736,-391237917,35,35,,,no,,0,1
-1940099522,-1622689043,23,23,,,no,,0,1
-1938748326,1727391325,0,0,,,unknown,,0,1
-1938198439,-1341778701,6,6,,,no,,0,1
-1938042107,404972948,264,264,,,unknown,,0,1
-1937623492,-1194232057,171,179,,,unknown,,0,1
-1937366589,1188974108,103,103,,,no,,0,1
-1937254140,1351033862,319,319,,,no,June,0,1
-1937091787,1138897079,19,,,,no,,0,1
-1936931970,53900433,5,5,,,no,,0,1
-1936715367,-1438356691,93,96,,,unknown,,0,1
-1936296128,-1949960382,11,11,,,no,,0,1
-1935583296,1115747611,286,296,,,no,"'The Huntress', 'The Search for Echo', 'A Scene in Arcadia', 'Hylas', 'The Victor Virgin', 'The Naiad', 'Venus Welcomed by the Seasons to the Shores of Cyprus', 'Sappho's Farewell to Her Lyre', 'Ancient Vintage Scene', 'Penelope', '",0,1
-1934610173,1174055092,445,448,,,no,"August. Trans from Kuno Meyer's ""Ancient Irish Poetry""",0,1
-1934436030,884835396,314,334,,,unknown,,0,1
-1933889896,-1720393507,17,17,,,no,,0,1
-1933781160,-149953506,3,9,,,no,January,0,1
-1933387853,-1574049862,65,84,,,no,,0,1
-1933318456,-1595466888,205,205,,,no,,0,1
-1932883336,-2001002885,26,27,,,yes,,0,1
-1932594621,713068243,37,42,,,no,,0,1
-1932165491,-1446376079,67,88,,,no,,0,1
-1932132521,-1311858307,26,26,,,no,,0,1
-1931990836,1147854295,25,29,,,no,,0,1
-1931724986,523341023,43,43,,,no,,0,1
-1931666964,-241564285,19,19,,,no,,0,1
-1931528088,-661101758,418,418,,,no,,-131422656,1
-1931399830,-1389250037,189,190,,,no,"Paper read before the IWFL, Oct 20 1914.",0,1
-1931060664,1135100663,73,73,,,no,Included in the section 'Poets on War',0,1
-1931034641,513241702,448,461,,,unknown,,0,1
-1931011540,-902203579,14,15,,,yes,,0,1
-1930475884,589558086,47,54,,,no,,0,1
-1929959756,-697076730,197,199,,,no,April,0,1
-1929844977,-279839679,11,12,,,no,"Printed with original version in Irish, Admháil Shuaithinseach.",0,1
-1929817795,-1923394505,10,15,,,yes,,0,1
-1929203022,-580110542,97,99,,,no,,0,1
-1928898915,262082188,,,,,unknown,,1196432413,1
-1928764513,-868544846,35,35,,,no,,0,1
-1928673085,-1956712889,143,146,,,no,,0,1
-1927759186,-325960178,131,131,,,no,,0,1
-1927747182,144700277,21,49,,,unknown,,0,1
-1927696207,1315258707,23,24,,,no,,0,1
-1927661589,1237524838,29,40,,,no,,0,1
-1927282722,-893857614,7,7,,,no,Printed with English translation by the author.,0,1
-1927157216,1704730696,16,16,,,no,,0,1
-1927042630,-938756803,41,41,,,no,,0,1
-1926776845,-1311858307,6,6,,,no,,0,1
-1926671081,1091337518,99,122,,,no,,0,1
-1926594866,-910620033,18,18,,,no,,0,1
-1926543470,-2032475366,119,120,,,no,February,0,1
-1926483598,1459549711,26,27,,,yes,,0,1
-1926433827,1193668297,15,15,,,no,For Linda and Gus,0,1
-1926196152,-36814653,,,,,unknown,,1196432413,1
-1926175419,-724680950,110,110,,,no,,0,1
-1926139510,1136971341,11,11,,,no,,0,1
-1925547510,197742785,70,71,,,no,for Erik,0,1
-1925367865,376327538,109,111,,,no,,0,1
-1925252689,-107996616,111,119,,,no,,0,1
-1924841827,-752723305,13,15,,,yes,,0,1
-1924479786,1299507785,21,22,,,no,,0,1
-1924455069,1133263358,3,3,,,no,,0,1
-1923604262,-1224999740,47,47,,,no,,0,1
-1923261598,1818349588,9,9,,,no,,0,1
-1923065690,1116187576,4,6,,,yes,,0,1
-1922850581,-1064768630,507,518,,,no,October,1953227643,1
-1922595978,1173110667,583,592,,,no,September,0,1
-1922523664,1173873163,49,52,,,no,January. Listed in this volume as by Madge Blundell,-1521917135,1
-1922465615,1499275632,6,6,,,no,Published in the Irish Press.,1196432413,1
-1922393534,-900463387,,,,,unknown,,1196432413,1
-1922088109,-1159116955,48,48,,,no,,0,1
-1921797815,1603531751,121,133,207,217,unknown,"In two parts, vol 5.",0,1
-1921599444,-1349168311,370,370,,,no,,0,1
-1921335601,-1092381772,50,51,,,no,,0,1
-1920952230,1156784460,11,12,,,no,,0,1
-1920469309,-2098758390,9,9,,,no,Published in The Irish Press.,1196432413,1
-1919820930,-683567565,381,387,,,no,September,0,1
-1919677127,1409235871,38,38,,,yes,,0,1
-1919676527,1924601808,73,83,,,no,,0,1
-1919392387,-1014537782,24,24,,,no,,0,1
-1919340473,1691919318,87,87,,,no,,0,1
-1919244934,448903165,73,82,,,no,,0,1
-1918180154,1073097823,49,49,,,no,,0,1
-1917532182,1138905506,50,53,,,no,"Review of Paul Celan, 65 Poems, trans. Brian Lynch and Peter Jankowsky.",0,1
-1917521751,-606868091,98,98,,,no,Feb,0,1
-1917346551,-967823268,16,17,,,no,,0,1
-1916335743,-1063870592,774,788,,,unknown,,0,1
-1916264869,1480364275,381,381,,,no,,0,1
-1915911484,786764463,21,22,,,no,"review of 'Fiadhach is Tóir is Scéalta Eile' le Amhlaoibh Ó Súilleabháin, 'Thiar I nGleann Ceo', le Tadhhg Ó Rabhartaigh, 'Cinneamhna Dé agus Scéalta Eile' le Seán Ó Ciarghusa",0,1
-1915855914,-611046502,102,102,,,no,,0,1
-1915666709,401139410,22,22,,,no,,0,1
-1915408228,-2085281035,22,22,,,yes,,0,1
-1915356693,1361735861,19,20,,,no,,0,1
-1915323172,1131453479,19,19,,,yes,,0,1
-1914653868,-570069121,9,9,,,no,Published in The Irish Press.,1196432413,1
-1914642890,1452815965,107,107,,,no,,0,1
-1914242744,-1837475389,,,,,unknown,,0,1
-1913797610,1119923849,27,27,,,no,,0,1
-1913517212,-2067097134,520,,,,unknown,,0,1
-1913338572,-1855204129,6,6,,,no,,0,1
-1912867630,-1859344212,163,165,,,no,,0,1
-1912863453,-1936047686,91,91,,,no,,0,1
-1912630681,1467480289,50,50,,,yes,,0,1
-1912067164,2030912487,148,168,,,unknown,,0,1
-1911822296,948067599,455,455,,,no,September,0,1
-1911219554,1746975793,413,437,,,unknown,,0,1
-1911139234,41858289,15,15,,,no,,0,1
-1910739391,-176525851,19,52,,,no,,0,1
-1910255138,-845123002,6,6,,,no,,0,1
-1909955595,-253738940,516,523,,,no,,0,1
-1909779574,1778137165,6,13,,,yes,Interview about the sculpture Séamus Murphy,0,1
-1909499455,-606868091,189,192,,,no,April,0,1
-1909456240,1980501505,271,271,,,no,April,0,1
-1909408718,1633850310,26,26,,,no,,0,1
-1909167978,1132751897,107,110,,,no,"Review of Patricia Boyle Haberstroh, Women Creating Women: Contemporary Irish Women Poets",0,1
-1909157095,1225498913,18,19,,,no,,0,1
-1908629525,1876388818,662,678,,,unknown,,0,1
-1907770665,-2046523581,249,250,,,no,,0,1
-1907170132,1173110667,752,752,,,no,December,0,1
-1907154856,1000609555,1,1,,,no,,0,1
-1906726396,1578820563,183,183,,,no,,-1370338483,1
-1906636332,1194165699,28,28,,,yes,,0,1
-1906395154,-89753662,20,20,,,no,,0,1
-1906381492,-1467605019,57,57,,,unknown,,0,1
-1906367190,1147853437,28,28,,,no,,0,1
-1905763838,-972399707,21,21,,,no,,0,1
-1905656858,1292331282,131,132,,,unknown,,0,1
-1904950929,1131555576,19,23,,,no,,0,1
-1904919493,1149280800,59,59,,,no,,0,1
-1904534751,-1992070450,,,,,unknown,"In Two Books. Book One: Vol6, parts 1-6, starts p 531, cont p 538, 587, 595, 645, 654.   Continued in vol7, parts 7-22, starts p12, cont p 15, 57, 63, 127, 132, 177, 225, 232, 281, 284, 350,357, 393, 449, 456. Book Two: Vol 7, parts 1-6, starts p 505, cont p 512, 586, 617, 622. Continued in Vol 8, parts 7-23, starts  p 33, cont p 40, 59, 65, 117, 125,175, 179,233, 238, 315, 322, 387, 392, 444, 449, 461, 464.",,1
-1904445698,-1424318266,66,66,,,no,,0,1
-1904331248,1649399717,100,102,,,no,"Review of Knute Skinner, What Trudy Knows and Other Poems; John O'Donohue, Echoes of Memory; Michael Heffernan, The Back Road To Arcadia.",0,1
-1904136156,1188974108,56,57,,,no,,0,1
-1904004407,-1859600011,27,27,,,no,,0,1
-1904003244,-1096252545,331,361,,,no,,0,1
-1903927884,1761451871,29,30,,,no,,0,1
-1903372340,1707161582,6,6,,,no,,0,1
-1902866007,-828879218,67,67,,,no,,0,1
-1902559197,1995326006,414,,,,unknown,,0,1
-1902269499,-1337914168,23,25,,,yes,,0,1
-1901554077,96758340,22,11,,,no,,0,1
-1901474613,1172156138,324,327,,,no,June,0,1
-1901335950,-149953506,672,672,,,no,November,0,1
-1900887842,-1834119163,300,300,,,no,,0,1
-1900556199,1026913523,28,29,,,no,,0,1
-1900441294,1172077206,601,612,,,no,November,0,1
-1899945015,-799593777,654,654,,,no,Dec,0,1
-1899878724,-2042492159,4,6,,,yes,,0,1
-1899400794,-1609033793,341,781,,,no,Chapters 1-16. Cont in vol 44.,0,1
-1898859459,615871219,304,304,,,no,June,0,1
-1898551744,2005387493,49,53,,,unknown,,0,1
-1898034779,1172077206,121,126,,,no,March,0,1
-1897990827,-1793529664,152,155,,,no,April,0,1
-1897657588,1396437271,22,22,,,no,Translated from French. Original poem by Charles Cros,0,1
-1897569215,1899224384,410,424,,,unknown,,0,1
-1897468439,-1547895160,60,61,,,no,,0,1
-1897229836,-1319188371,59,74,,,no,,0,1
-1897198339,-1794442644,0,0,,,unknown,,0,1
-1897159448,-1625573472,185,185,,,no,,0,1
-1896929963,393560868,4,4,,,no,,0,1
-1896926888,1076104211,,,,,unknown,,0,1
